input_sequence_id	input_file_name	gene_symbol	gene_name	reference_database_id	reference_database_version	reference_accession	analysis_software_name	analysis_software_version	sequence_identity	input_protein_start	input_protein_stop	input_gene_start	input_gene_stop	reference_protein_start	reference_protein_stop	reference_gene_start	reference_gene_stop	strand_orientation	coverage_depth	coverage_percentage	coverage_ratio	reference_gene_length	reference_protein_length	input_gene_length	input_protein_length	drug_class	antimicrobial_agent	resistance_mechanism
GMGC10.025_519_599.GPT	GMGC10.95nr_block_0009	(Tet)tet(34)	(Tet)tet(34)	argannot	2021-Mar-27	AB061440:306-770	abricate	abricate 1.0.1	81.55			1	465					+		99.78								
GMGC10.025_973_200.GPT	GMGC10.95nr_block_0009	(Tet)tet(34)	(Tet)tet(34)	argannot	2021-Mar-27	AB061440:306-770	abricate	abricate 1.0.1	86.67			1	465					+		100.0								
GMGC10.025_976_039.GPT	GMGC10.95nr_block_0009	(Tet)tet(34)	(Tet)tet(34)	argannot	2021-Mar-27	AB061440:306-770	abricate	abricate 1.0.1	86.24			1	465					+		100.0								
GMGC10.026_885_985.UNKNOWN	GMGC10.95nr_block_0009	(Tmt)dfrA25	(Tmt)dfrA25	argannot	2021-Mar-27	DQ267940:54-512	abricate	abricate 1.0.1	99.78			1	459					+		100.0								
GMGC10.031_092_788.UNKNOWN	GMGC10.95nr_block_0009	(Tmt)dfrA6	(Tmt)dfrA6	argannot	2021-Mar-27	Z86002:336-809	abricate	abricate 1.0.1	100.0			1	474					+		100.0								
GMGC10.031_381_543.UNKNOWN	GMGC10.95nr_block_0009	(AGly)aac3-Ih	(AGly)aac3-Ih	argannot	2021-Mar-27	CP000490:509912-510370	abricate	abricate 1.0.1	99.56			1	459					+		100.0								
GMGC10.034_589_337.UNKNOWN	GMGC10.95nr_block_0009	(AGly)AAC(6')-Isa	(AGly)AAC(6')-Isa	argannot	2021-Mar-27	NG_047311:101-574	abricate	abricate 1.0.1	87.34			1	474					+		100.0								
GMGC10.034_836_684.UNKNOWN	GMGC10.95nr_block_0009	(AGly)AAC(6')-Isa	(AGly)AAC(6')-Isa	argannot	2021-Mar-27	NG_047311:101-574	abricate	abricate 1.0.1	84.18			1	474					+		100.0								
GMGC10.035_308_111.UNKNOWN	GMGC10.95nr_block_0009	(AGly)aadC	(AGly)aadC	argannot	2021-Mar-27	V01282:225-701	abricate	abricate 1.0.1	86.77			2	477					+		99.79								
GMGC10.036_692_494.GPT	GMGC10.95nr_block_0009	(Tet)tet(34)	(Tet)tet(34)	argannot	2021-Mar-27	AB061440:306-770	abricate	abricate 1.0.1	82.19			1	465					+		99.78								
GMGC10.036_791_748.GPT	GMGC10.95nr_block_0009	(Tet)tet(34)	(Tet)tet(34)	argannot	2021-Mar-27	AB061440:306-770	abricate	abricate 1.0.1	99.36			1	465					+		100.0								
GMGC10.036_905_610.UNKNOWN	GMGC10.95nr_block_0009	(AGly)AAC(6')-Isa	(AGly)AAC(6')-Isa	argannot	2021-Mar-27	NG_047311:101-574	abricate	abricate 1.0.1	88.61			1	474					+		100.0								
GMGC10.037_397_559.GPT	GMGC10.95nr_block_0009	(Tet)tet(34)	(Tet)tet(34)	argannot	2021-Mar-27	AB061440:306-770	abricate	abricate 1.0.1	83.01			1	465					+		100.0								
GMGC10.038_117_117.UNKNOWN	GMGC10.95nr_block_0009	(AGly)AAC(6')-Isa	(AGly)AAC(6')-Isa	argannot	2021-Mar-27	NG_047311:101-574	abricate	abricate 1.0.1	85.65			1	474					+		100.0								
GMGC10.038_777_079.UNKNOWN	GMGC10.95nr_block_0009	(Tmt)dfrA30	(Tmt)dfrA30	argannot	2021-Mar-27	AM997279:705-1178	abricate	abricate 1.0.1	88.48			1	460					+		96.84								
GMGC10.041_023_233.GPT	GMGC10.95nr_block_0009	(Tet)tet(34)	(Tet)tet(34)	argannot	2021-Mar-27	AB061440:306-770	abricate	abricate 1.0.1	81.72			1	465					+		100.0								
GMGC10.041_230_113.UNKNOWN	GMGC10.95nr_block_0009	(AGly)aac(6')	(AGly)aac(6')	argannot	2021-Mar-27	NG_052413:101-583	abricate	abricate 1.0.1	96.27			1	483					+		100.0								
GMGC10.042_127_580.AAC	GMGC10.95nr_block_0009	(AGly)aac2-Ib	(AGly)aac2-Ib	argannot	2021-Mar-27	U41471:266-822	abricate	abricate 1.0.1	81.29			1	480					+		81.46								
GMGC10.043_200_172.AAC	GMGC10.95nr_block_0009	(AGly)aac2-Ib	(AGly)aac2-Ib	argannot	2021-Mar-27	U41471:266-822	abricate	abricate 1.0.1	85.27			1	480					+		81.63								
GMGC10.044_194_730.FOSB	GMGC10.95nr_block_0009	(Fcyn)FosA2	(Fcyn)FosA2	argannot	2021-Mar-27	EU487198:217-642	abricate	abricate 1.0.1	91.78			1	425					+		99.77								
GMGC10.045_124_596.GPT	GMGC10.95nr_block_0009	(Tet)tet(34)	(Tet)tet(34)	argannot	2021-Mar-27	AB061440:306-770	abricate	abricate 1.0.1	81.92			7	465					+		98.71								
GMGC10.046_478_885.UNKNOWN	GMGC10.95nr_block_0009	(AGly)aac3-Ii	(AGly)aac3-Ii	argannot	2021-Mar-27	CP000356:638262-638720	abricate	abricate 1.0.1	82.37			10	456					+		97.17								
GMGC10.003_548_431.FOLA	GMGC10.95nr_block_0010	(Tmt)dfrG	(Tmt)dfrG	argannot	2021-Mar-27	AB205645:1013-1510	abricate	abricate 1.0.1	86.14			1	498					+		100.0								
GMGC10.005_442_859.YYAR	GMGC10.95nr_block_0010	(AGly)satA	(AGly)satA	argannot	2021-Mar-27	NG_064662:101_622	abricate	abricate 1.0.1	82.69			1	520					+		99.62								
GMGC10.005_464_822.FOLA	GMGC10.95nr_block_0010	(Tmt)dfrG	(Tmt)dfrG	argannot	2021-Mar-27	AB205645:1013-1510	abricate	abricate 1.0.1	81.33			1	482					+		96.79								
GMGC10.005_699_893.FOLA	GMGC10.95nr_block_0010	(Tmt)dfrG	(Tmt)dfrG	argannot	2021-Mar-27	AB205645:1013-1510	abricate	abricate 1.0.1	84.74			1	498					+		100.0								
GMGC10.006_663_795.YYAR	GMGC10.95nr_block_0010	(AGly)satA	(AGly)satA	argannot	2021-Mar-27	NG_064662:101_622	abricate	abricate 1.0.1	85.44			1	522					+		100.0								
GMGC10.008_908_051.FOLA	GMGC10.95nr_block_0010	(Tmt)dfrA12	(Tmt)dfrA12	argannot	2021-Mar-27	Z21672:310-807	abricate	abricate 1.0.1	98.87			58	501					+		88.76								
GMGC10.009_549_961.YYAR	GMGC10.95nr_block_0010	(AGly)satA	(AGly)satA	argannot	2021-Mar-27	NG_064662:101_622	abricate	abricate 1.0.1	82.18			1	522					+		100.0								
GMGC10.011_243_298.UNKNOWN	GMGC10.95nr_block_0010	(Gly)vanZ-A	(Gly)vanZ-A	argannot	2021-Mar-27	M97297:10116-10601	abricate	abricate 1.0.1	87.89			2	480					+		96.09								
GMGC10.011_574_494.ERMX	GMGC10.95nr_block_0010	(MLS)erm(41)	(MLS)erm(41)	argannot	2021-Mar-27	EU590124:258-779	abricate	abricate 1.0.1	99.42			1	522					+		100.0								
GMGC10.012_521_082.YYAR	GMGC10.95nr_block_0010	(AGly)satA	(AGly)satA	argannot	2021-Mar-27	NG_064662:101_622	abricate	abricate 1.0.1	89.85			1	522					+		100.0								
GMGC10.013_130_911.UNKNOWN	GMGC10.95nr_block_0010	(AGly)AAC(6')-Isa	(AGly)AAC(6')-Isa	argannot	2021-Mar-27	NG_047311:101-574	abricate	abricate 1.0.1	81.52			66	498					+		91.35								
GMGC10.014_286_065.FOLA	GMGC10.95nr_block_0010	(Tmt)dfrK	(Tmt)dfrK	argannot	2021-Mar-27	FM207105:2788-3279	abricate	abricate 1.0.1	100.0			1	492					+		100.0								
GMGC10.015_171_691.FOSB	GMGC10.95nr_block_0010	(Fcyn)FosB	(Fcyn)FosB	argannot	2021-Mar-27	AHLO01000073:63139-63558	abricate	abricate 1.0.1	86.89			101	512					+		98.1								
GMGC10.017_426_718.UNKNOWN	GMGC10.95nr_block_0010	(Tmt)dfr16	(Tmt)dfr16	argannot	2021-Mar-27	AF077008:115-558	abricate	abricate 1.0.1	99.16			16	489					+		100.0								
GMGC10.018_598_687.YYAR	GMGC10.95nr_block_0010	(AGly)satA	(AGly)satA	argannot	2021-Mar-27	NG_064662:101_622	abricate	abricate 1.0.1	99.62			1	522					+		100.0								
GMGC10.018_660_446.FOLA	GMGC10.95nr_block_0010	(Tmt)dfrI	(Tmt)dfrI	argannot	2021-Mar-27	NG_047757:101-676	abricate	abricate 1.0.1	100.0			1	498					+		86.46								
GMGC10.019_134_686.UNKNOWN	GMGC10.95nr_block_0010	(AGly)AAC(6')-Isa	(AGly)AAC(6')-Isa	argannot	2021-Mar-27	NG_047311:101-574	abricate	abricate 1.0.1	81.73			109	522					+		86.92								
GMGC10.020_078_505.YYAR	GMGC10.95nr_block_0010	(AGly)satA	(AGly)satA	argannot	2021-Mar-27	NG_064662:101_622	abricate	abricate 1.0.1	80.27			1	522					+		100.0								
GMGC10.020_791_682.UNKNOWN	GMGC10.95nr_block_0010	(Phe)cpt_strepv	(Phe)cpt_strepv	argannot	2021-Mar-27	U09991:1412-1948	abricate	abricate 1.0.1	85.14			1	518					+		96.46								
GMGC10.020_836_424.UNKNOWN	GMGC10.95nr_block_0010	(Phe)cpt	(Phe)cpt	argannot	2021-Mar-27	NG_051909:101-631	abricate	abricate 1.0.1	80.65			2	522					+		97.93								
GMGC10.022_233_330.UNKNOWN	GMGC10.95nr_block_0010	(Phe)cpt	(Phe)cpt	argannot	2021-Mar-27	NG_051909:101-631	abricate	abricate 1.0.1	82.38			1	522					+		98.31								
GMGC10.024_353_370.YYAR	GMGC10.95nr_block_0010	(AGly)satA	(AGly)satA	argannot	2021-Mar-27	NG_064662:101_622	abricate	abricate 1.0.1	87.17			1	522					+		100.0								
GMGC10.025_332_229.YYAR	GMGC10.95nr_block_0010	(AGly)satA	(AGly)satA	argannot	2021-Mar-27	NG_064662:101_622	abricate	abricate 1.0.1	86.59			1	522					+		100.0								
GMGC10.025_390_872.YYAR	GMGC10.95nr_block_0010	(AGly)satA	(AGly)satA	argannot	2021-Mar-27	NG_064662:101_622	abricate	abricate 1.0.1	95.78			1	522					+		100.0								
GMGC10.025_631_197.UNKNOWN	GMGC10.95nr_block_0010	(Phe)cpt	(Phe)cpt	argannot	2021-Mar-27	NG_051909:101-631	abricate	abricate 1.0.1	83.4			2	507					+		95.29								
GMGC10.025_670_095.UNKNOWN	GMGC10.95nr_block_0010	(Phe)cpt	(Phe)cpt	argannot	2021-Mar-27	NG_051909:101-631	abricate	abricate 1.0.1	81.19			2	522					+		98.12								
GMGC10.025_709_579.UNKNOWN	GMGC10.95nr_block_0010	(Phe)cpt_strepv	(Phe)cpt_strepv	argannot	2021-Mar-27	U09991:1412-1948	abricate	abricate 1.0.1	85.91			1	517					+		96.09								
GMGC10.027_497_619.UNKNOWN	GMGC10.95nr_block_0010	(AGly)aac6-32	(AGly)aac6-32	argannot	2021-Mar-27	EF614235:2247-2801	abricate	abricate 1.0.1	84.94			1	498					+		89.73								
GMGC10.027_733_176.UNKNOWN	GMGC10.95nr_block_0010	(Phe)cpt	(Phe)cpt	argannot	2021-Mar-27	NG_051909:101-631	abricate	abricate 1.0.1	80.53			2	522					+		97.55								
GMGC10.028_010_615.UNKNOWN	GMGC10.95nr_block_0010	(Gly)VanY_Ng	(Gly)VanY_Ng	argannot	2021-Mar-27	NG_048515:101-691	abricate	abricate 1.0.1	86.54			3	522					+		87.99								
GMGC10.029_045_561.YYAR	GMGC10.95nr_block_0010	(AGly)satA	(AGly)satA	argannot	2021-Mar-27	NG_064662:101_622	abricate	abricate 1.0.1	82.93			1	492					+		94.25								
GMGC10.029_134_237.UNKNOWN	GMGC10.95nr_block_0010	(Phe)cpt_strepv	(Phe)cpt_strepv	argannot	2021-Mar-27	U09991:1412-1948	abricate	abricate 1.0.1	81.75			1	511					+		94.41								
GMGC10.030_014_762.UNKNOWN	GMGC10.95nr_block_0010	(Phe)cpt	(Phe)cpt	argannot	2021-Mar-27	NG_051909:101-631	abricate	abricate 1.0.1	87.17			1	522					+		98.31								
GMGC10.031_625_533.UNKNOWN	GMGC10.95nr_block_0010	(Phe)cpt	(Phe)cpt	argannot	2021-Mar-27	NG_051909:101-631	abricate	abricate 1.0.1	81.98			2	506					+		95.1								
GMGC10.033_301_139.FOLA	GMGC10.95nr_block_0010	(Tmt)dfr22	(Tmt)dfr22	argannot	2021-Mar-27	AJ628423:325-822	abricate	abricate 1.0.1	100.0			1	498					+		100.0								
GMGC10.034_105_239.FOLA	GMGC10.95nr_block_0010	(Tmt)dfrA12	(Tmt)dfrA12	argannot	2021-Mar-27	Z21672:310-807	abricate	abricate 1.0.1	99.8			1	498					+		100.0								
GMGC10.034_709_662.UNKNOWN	GMGC10.95nr_block_0010	(Phe)cpt_strepv	(Phe)cpt_strepv	argannot	2021-Mar-27	U09991:1412-1948	abricate	abricate 1.0.1	83.72			1	508					+		94.23								
GMGC10.035_591_932.YYAR	GMGC10.95nr_block_0010	(AGly)satA	(AGly)satA	argannot	2021-Mar-27	NG_064662:101_622	abricate	abricate 1.0.1	82.15			1	521					+		99.81								
GMGC10.037_053_149.UNKNOWN	GMGC10.95nr_block_0010	(Phe)cpt	(Phe)cpt	argannot	2021-Mar-27	NG_051909:101-631	abricate	abricate 1.0.1	81.19			2	522					+		98.12								
GMGC10.037_526_973.YYAR	GMGC10.95nr_block_0010	(AGly)satA	(AGly)satA	argannot	2021-Mar-27	NG_064662:101_622	abricate	abricate 1.0.1	85.06			1	522					+		100.0								
GMGC10.037_864_918.UNKNOWN	GMGC10.95nr_block_0010	(MLS)lnu(D)	(MLS)lnu(D)	argannot	2021-Mar-27	EF452177:19-513	abricate	abricate 1.0.1	83.23			1	495					+		100.0								
GMGC10.037_967_964.UNKNOWN	GMGC10.95nr_block_0010	(Phe)cpt	(Phe)cpt	argannot	2021-Mar-27	NG_051909:101-631	abricate	abricate 1.0.1	84.42			1	507					+		95.48								
GMGC10.040_217_159.YYAR	GMGC10.95nr_block_0010	(AGly)satA	(AGly)satA	argannot	2021-Mar-27	NG_064662:101_622	abricate	abricate 1.0.1	86.02			1	522					+		100.0								
GMGC10.041_592_771.UNKNOWN	GMGC10.95nr_block_0010	(Phe)cpt	(Phe)cpt	argannot	2021-Mar-27	NG_051909:101-631	abricate	abricate 1.0.1	82.81			1	506					+		95.29								
GMGC10.043_148_447.UNKNOWN	GMGC10.95nr_block_0010	(AGly)aac	(AGly)aac	argannot	2021-Mar-27	AJ628983:1985-2539	abricate	abricate 1.0.1	99.8			1	498					+		89.73								
GMGC10.043_410_997.UNKNOWN	GMGC10.95nr_block_0010	(Gly)vanZ-A	(Gly)vanZ-A	argannot	2021-Mar-27	M97297:10116-10601	abricate	abricate 1.0.1	87.55			2	491					+		98.35								
GMGC10.043_592_843.YYAR	GMGC10.95nr_block_0010	(AGly)satA	(AGly)satA	argannot	2021-Mar-27	NG_064662:101_622	abricate	abricate 1.0.1	88.89			1	522					+		100.0								
GMGC10.044_008_696.UNKNOWN	GMGC10.95nr_block_0010	(Gly)vanZ-A	(Gly)vanZ-A	argannot	2021-Mar-27	M97297:10116-10601	abricate	abricate 1.0.1	87.96			2	491					+		98.35								
GMGC10.045_176_356.UNKNOWN	GMGC10.95nr_block_0010	(Phe)cpt_strepv	(Phe)cpt_strepv	argannot	2021-Mar-27	U09991:1412-1948	abricate	abricate 1.0.1	87.04			1	517					+		96.28								
GMGC10.045_525_957.UNKNOWN	GMGC10.95nr_block_0010	(Phe)cpt	(Phe)cpt	argannot	2021-Mar-27	NG_051909:101-631	abricate	abricate 1.0.1	81.77			2	522					+		98.12								
GMGC10.046_592_803.FOLA	GMGC10.95nr_block_0010	(Tmt)dfrG	(Tmt)dfrG	argannot	2021-Mar-27	AB205645:1013-1510	abricate	abricate 1.0.1	87.96			2	490					+		98.19								
GMGC10.001_965_233.UNKNOWN	GMGC10.95nr_block_0011	(AGly)aac3-I	(AGly)aac3-I	argannot	2021-Mar-27	X15852:1250-1783	abricate	abricate 1.0.1	99.06			1	534					+		100.0								
GMGC10.002_063_753.UNKNOWN	GMGC10.95nr_block_0011	(AGly)aac6-IIb	(AGly)aac6-IIb	argannot	2021-Mar-27	L06163:532-1074	abricate	abricate 1.0.1	100.0			1	543					+		100.0								
GMGC10.002_065_115.UNKNOWN	GMGC10.95nr_block_0011	(AGly)aac6-IIa	(AGly)aac6-IIa	argannot	2021-Mar-27	M29695:707-1261	abricate	abricate 1.0.1	81.14			31	555					+		94.59								
GMGC10.002_303_585.UNKNOWN	GMGC10.95nr_block_0011	(AGly)aac6-Iaf	(AGly)aac6-Iaf	argannot	2021-Mar-27	AB462903:1200-1751	abricate	abricate 1.0.1	98.01			1	552					+		100.0								
GMGC10.003_300_565.UNKNOWN	GMGC10.95nr_block_0011	(AGly)aac2-Ie	(AGly)aac2-Ie	argannot	2021-Mar-27	NC_011896:3039059-3039607	abricate	abricate 1.0.1	91.25			9	545					+		97.81								
GMGC10.003_340_441.UNKNOWN	GMGC10.95nr_block_0011	(Phe)cpt	(Phe)cpt	argannot	2021-Mar-27	NG_051909:101-631	abricate	abricate 1.0.1	85.63			16	537					+		98.31								
GMGC10.003_621_570.UNKNOWN	GMGC10.95nr_block_0011	(AGly)aac6-Ia	(AGly)aac6-Ia	argannot	2021-Mar-27	M18967:757-1314	abricate	abricate 1.0.1	99.82			1	558					+		100.0								
GMGC10.005_185_693.UNKNOWN	GMGC10.95nr_block_0011	(AGly)aac6-31	(AGly)aac6-31	argannot	2021-Mar-27	AJ640197:2474-2992	abricate	abricate 1.0.1	100.0			37	555					+		100.0								
GMGC10.006_298_214.UNKNOWN	GMGC10.95nr_block_0011	(Phe)cpt	(Phe)cpt	argannot	2021-Mar-27	NG_051909:101-631	abricate	abricate 1.0.1	83.17			13	517					+		95.1								
GMGC10.007_202_497.YYAR	GMGC10.95nr_block_0011	(AGly)satA	(AGly)satA	argannot	2021-Mar-27	NG_064662:101_622	abricate	abricate 1.0.1	94.43			2	522					+		99.81								
GMGC10.007_750_520.UNKNOWN	GMGC10.95nr_block_0011	(AGly)aac6-Iq	(AGly)aac6-Iq	argannot	2021-Mar-27	AF047556:127-678	abricate	abricate 1.0.1	99.82			1	552					+		100.0								
GMGC10.007_810_915.UNKNOWN	GMGC10.95nr_block_0011	(Phe)cpt	(Phe)cpt	argannot	2021-Mar-27	NG_051909:101-631	abricate	abricate 1.0.1	83.68			10	534					+		98.49								
GMGC10.009_409_680.UNKNOWN	GMGC10.95nr_block_0011	(AGly)aac2-Ie	(AGly)aac2-Ie	argannot	2021-Mar-27	NC_011896:3039059-3039607	abricate	abricate 1.0.1	100.0			1	549					+		100.0								
GMGC10.009_639_090.UNKNOWN	GMGC10.95nr_block_0011	(AGly)aac2-Ic	(AGly)aac2-Ic	argannot	2021-Mar-27	U72714:373-918	abricate	abricate 1.0.1	80.92			1	545					+		99.82								
GMGC10.010_096_466.UNKNOWN	GMGC10.95nr_block_0011	(AGly)aac2-Ic	(AGly)aac2-Ic	argannot	2021-Mar-27	U72714:373-918	abricate	abricate 1.0.1	80.92			1	545					+		99.82								
GMGC10.011_592_301.AAC	GMGC10.95nr_block_0011	(AGly)aac2-Ic	(AGly)aac2-Ic	argannot	2021-Mar-27	U72714:373-918	abricate	abricate 1.0.1	80.37			1	545					+		99.82								
GMGC10.013_008_264.AAC	GMGC10.95nr_block_0011	(AGly)aac2-Ic	(AGly)aac2-Ic	argannot	2021-Mar-27	U72714:373-918	abricate	abricate 1.0.1	82.63			1	546					+		99.82								
GMGC10.013_705_585.UNKNOWN	GMGC10.95nr_block_0011	(AGly)aac2-Ic	(AGly)aac2-Ic	argannot	2021-Mar-27	U72714:373-918	abricate	abricate 1.0.1	82.6			1	546					+		100.0								
GMGC10.014_693_864.UNKNOWN	GMGC10.95nr_block_0011	(Phe)cpt	(Phe)cpt	argannot	2021-Mar-27	NG_051909:101-631	abricate	abricate 1.0.1	85.85			1	516					+		97.18								
GMGC10.015_873_452.AAC	GMGC10.95nr_block_0011	(AGly)aac2-Ib	(AGly)aac2-Ib	argannot	2021-Mar-27	U41471:266-822	abricate	abricate 1.0.1	85.22			1	548					+		93.2								
GMGC10.016_971_786.UNKNOWN	GMGC10.95nr_block_0011	(Phe)cpt	(Phe)cpt	argannot	2021-Mar-27	NG_051909:101-631	abricate	abricate 1.0.1	81.07			13	534					+		98.12								
GMGC10.018_532_142.UNKNOWN	GMGC10.95nr_block_0011	(Phe)cpt_strepv	(Phe)cpt_strepv	argannot	2021-Mar-27	U09991:1412-1948	abricate	abricate 1.0.1	100.0			1	525					+		97.77								
GMGC10.018_798_756.UNKNOWN	GMGC10.95nr_block_0011	(Phe)cpt	(Phe)cpt	argannot	2021-Mar-27	NG_051909:101-631	abricate	abricate 1.0.1	80.23			14	534					+		98.12								
GMGC10.018_800_315.UNKNOWN	GMGC10.95nr_block_0011	(Gly)VanY_Ng	(Gly)VanY_Ng	argannot	2021-Mar-27	NG_048515:101-691	abricate	abricate 1.0.1	81.14			5	497					+		83.42								
GMGC10.018_976_381.UNKNOWN	GMGC10.95nr_block_0011	(Phe)cpt	(Phe)cpt	argannot	2021-Mar-27	NG_051909:101-631	abricate	abricate 1.0.1	85.25			10	531					+		98.31								
GMGC10.021_227_176.UNKNOWN	GMGC10.95nr_block_0011	(AGly)aac6-31	(AGly)aac6-31	argannot	2021-Mar-27	AJ640197:2474-2992	abricate	abricate 1.0.1	85.16			37	555					+		100.0								
GMGC10.021_738_255.UNKNOWN	GMGC10.95nr_block_0011	(AGly)aac6-33	(AGly)aac6-33	argannot	2021-Mar-27	GQ337064:1203-1757	abricate	abricate 1.0.1	100.0			1	555					+		100.0								
GMGC10.021_751_007.UNKNOWN	GMGC10.95nr_block_0011	(AGly)aac6-IIa	(AGly)aac6-IIa	argannot	2021-Mar-27	M29695:707-1261	abricate	abricate 1.0.1	89.19			1	555					+		100.0								
GMGC10.022_067_378.UNKNOWN	GMGC10.95nr_block_0011	(AGly)aac3-Ib	(AGly)aac3-Ib	argannot	2021-Mar-27	L06157:555-1085	abricate	abricate 1.0.1	100.0			1	531					+		100.0								
GMGC10.022_078_388.AAC	GMGC10.95nr_block_0011	(AGly)aac2-Ib	(AGly)aac2-Ib	argannot	2021-Mar-27	U41471:266-822	abricate	abricate 1.0.1	80.15			16	554					+		91.67								
GMGC10.022_346_867.UNKNOWN	GMGC10.95nr_block_0011	(Phe)cpt	(Phe)cpt	argannot	2021-Mar-27	NG_051909:101-631	abricate	abricate 1.0.1	88.7			1	531					+		100.0								
GMGC10.022_454_095.UNKNOWN	GMGC10.95nr_block_0011	(AGly)aac2-Ie	(AGly)aac2-Ie	argannot	2021-Mar-27	NC_011896:3039059-3039607	abricate	abricate 1.0.1	88.97			10	544					+		97.45								
GMGC10.022_977_829.FOLA	GMGC10.95nr_block_0011	(Tmt)dfr23	(Tmt)dfr23	argannot	2021-Mar-27	AJ746361:6743-7403	abricate	abricate 1.0.1	99.82			1	549					+		97.86								
GMGC10.023_419_991.UNKNOWN	GMGC10.95nr_block_0011	(AGly)aac2-Ic	(AGly)aac2-Ic	argannot	2021-Mar-27	U72714:373-918	abricate	abricate 1.0.1	81.44			1	555					+		100.0								
GMGC10.023_422_097.UNKNOWN	GMGC10.95nr_block_0011	(AGly)aac2-Ic	(AGly)aac2-Ic	argannot	2021-Mar-27	U72714:373-918	abricate	abricate 1.0.1	83.88			1	546					+		100.0								
GMGC10.023_461_106.UNKNOWN	GMGC10.95nr_block_0011	(Phe)cpt	(Phe)cpt	argannot	2021-Mar-27	NG_051909:101-631	abricate	abricate 1.0.1	86.4			13	534					+		98.31								
GMGC10.023_900_010.UNKNOWN	GMGC10.95nr_block_0011	(AGly)aac2-Ic	(AGly)aac2-Ic	argannot	2021-Mar-27	U72714:373-918	abricate	abricate 1.0.1	80.73			1	545					+		99.82								
GMGC10.023_905_828.UNKNOWN	GMGC10.95nr_block_0011	(AGly)aac2-Ic	(AGly)aac2-Ic	argannot	2021-Mar-27	U72714:373-918	abricate	abricate 1.0.1	82.57			1	545					+		99.82								
GMGC10.023_909_266.AAC	GMGC10.95nr_block_0011	(AGly)aac2-Ic	(AGly)aac2-Ic	argannot	2021-Mar-27	U72714:373-918	abricate	abricate 1.0.1	82.54			1	544					+		99.63								
GMGC10.023_938_533.AAC	GMGC10.95nr_block_0011	(AGly)aac2-Ib	(AGly)aac2-Ib	argannot	2021-Mar-27	U41471:266-822	abricate	abricate 1.0.1	80.41			1	531					+		90.31								
GMGC10.023_959_630.AAC	GMGC10.95nr_block_0011	(AGly)aac2-Ic	(AGly)aac2-Ic	argannot	2021-Mar-27	U72714:373-918	abricate	abricate 1.0.1	82.39			1	545					+		99.82								
GMGC10.023_983_105.UNKNOWN	GMGC10.95nr_block_0011	(AGly)aac2-Ic	(AGly)aac2-Ic	argannot	2021-Mar-27	U72714:373-918	abricate	abricate 1.0.1	81.47			1	545					+		99.82								
GMGC10.023_987_992.UNKNOWN	GMGC10.95nr_block_0011	(AGly)aac2-Ic	(AGly)aac2-Ic	argannot	2021-Mar-27	U72714:373-918	abricate	abricate 1.0.1	81.69			1	546					+		100.0								
GMGC10.024_005_984.UNKNOWN	GMGC10.95nr_block_0011	(AGly)aac2-Ic	(AGly)aac2-Ic	argannot	2021-Mar-27	U72714:373-918	abricate	abricate 1.0.1	82.78			1	545					+		99.63								
GMGC10.024_118_554.AAC	GMGC10.95nr_block_0011	(AGly)aac2-Ic	(AGly)aac2-Ic	argannot	2021-Mar-27	U72714:373-918	abricate	abricate 1.0.1	81.32			1	546					+		100.0								
GMGC10.024_135_309.UNKNOWN	GMGC10.95nr_block_0011	(AGly)aac2-Ic	(AGly)aac2-Ic	argannot	2021-Mar-27	U72714:373-918	abricate	abricate 1.0.1	81.1			1	545					+		99.82								
GMGC10.024_166_845.UNKNOWN	GMGC10.95nr_block_0011	(AGly)aac2-Ic	(AGly)aac2-Ic	argannot	2021-Mar-27	U72714:373-918	abricate	abricate 1.0.1	80.67			4	536					+		97.62								
GMGC10.024_172_659.UNKNOWN	GMGC10.95nr_block_0011	(AGly)aac2-Ic	(AGly)aac2-Ic	argannot	2021-Mar-27	U72714:373-918	abricate	abricate 1.0.1	81.8			1	533					+		97.62								
GMGC10.024_180_939.UNKNOWN	GMGC10.95nr_block_0011	(AGly)aac2-Ic	(AGly)aac2-Ic	argannot	2021-Mar-27	U72714:373-918	abricate	abricate 1.0.1	81.62			4	547					+		99.63								
GMGC10.024_184_329.UNKNOWN	GMGC10.95nr_block_0011	(AGly)aac2-Ic	(AGly)aac2-Ic	argannot	2021-Mar-27	U72714:373-918	abricate	abricate 1.0.1	80.73			1	545					+		99.82								
GMGC10.024_746_963.UNKNOWN	GMGC10.95nr_block_0011	(AGly)aac2-Ic	(AGly)aac2-Ic	argannot	2021-Mar-27	U72714:373-918	abricate	abricate 1.0.1	80.04			16	546					+		97.25								
GMGC10.025_322_717.UNKNOWN	GMGC10.95nr_block_0011	(Phe)cpt	(Phe)cpt	argannot	2021-Mar-27	NG_051909:101-631	abricate	abricate 1.0.1	83.14			13	534					+		98.31								
GMGC10.025_737_202.UNKNOWN	GMGC10.95nr_block_0011	(Phe)cpt_strepv	(Phe)cpt_strepv	argannot	2021-Mar-27	U09991:1412-1948	abricate	abricate 1.0.1	86.63			1	531					+		98.88								
GMGC10.025_740_757.UNKNOWN	GMGC10.95nr_block_0011	(Phe)cpt	(Phe)cpt	argannot	2021-Mar-27	NG_051909:101-631	abricate	abricate 1.0.1	84.1			13	534					+		98.31								
